location,Bed,Bath,Ft,price
New York,4.0,1.5,1464.0,699000.0
New York,5.0,2.0,1582.0,850000.0
New York,5.0,3.5,2424.0,1475000.0
New York,3.0,1.5,1296.0,899000.0
New York,3.0,2.5,,1445555.0
New York,3.0,1.5,1152.0,699999.0
New York,2.0,1.5,1441.0,619000.0
New York,3.0,2.0,1619.0,910000.0
New York,2.0,1.0,960.0,975000.0
New York,4.0,3.0,2016.0,1699000.0
New York,3.0,2.5,1998.0,939000.0
New York,4.0,3.0,4200.0,1975000.0
New York,2.0,2.0,1200.0,599000.0
New York,3.0,1.5,1064.0,815000.0
New York,4.0,4.0,3612.0,1999999.0
New York,8.0,3.0,,999000.0
New York,8.0,2.5,,1800000.0
New York,2.0,2.0,912.0,728888.0
New York,6.0,3.0,2400.0,1200000.0
New York,4.0,3.5,1850.0,1480000.0
New York,3.0,1.5,1558.0,1312000.0
New York,2.0,1.0,950.0,488000.0
New York,3.0,2.5,2000.0,819000.0
New York,3.0,2.0,1092.0,949999.0
New York,4.0,3.5,1680.0,929000.0
New York,3.0,2.5,1276.0,788000.0
New York,2.0,1.0,943.0,499999.0
New York,3.0,2.0,1548.0,799999.0
New York,4.0,2.0,2500.0,799000.0
New York,3.0,2.0,1458.0,735000.0
New York,2.0,2.0,966.0,649900.0
New York,4.0,2.0,1392.0,649000.0
New York,3.0,1.0,1128.0,500000.0
New York,4.0,3.0,1836.0,1450000.0
New York,2.0,2.0,1000.0,975000.0
New York,3.0,2.5,1160.0,699999.0
New York,3.0,3.5,1440.0,883000.0
New York,3.0,2.5,1232.0,759000.0
New York,3.0,3.5,1476.0,659000.0
New York,3.0,1.5,1782.0,669000.0
New York,4.0,3.5,1553.0,599999.0
New York,3.0,1.5,900.0,729000.0
New York,3.0,2.5,2490.0,749000.0
New York,3.0,1.0,1600.0,699000.0
New York,4.0,2.0,1842.0,1249900.0
New York,4.0,2.0,1928.0,980888.0
New York,2.0,1.0,800.0,619900.0
New York,5.0,2.0,1920.0,725000.0
New York,2.0,1.0,1200.0,1168000.0
New York,5.0,2.0,2374.0,899998.0
New York,4.0,2.0,2476.0,875000.0
New York,3.0,2.0,4972.0,1700000.0
New York,4.0,2.0,2944.0,1750000.0
New York,2.0,2.0,1690.0,625000.0
New York,4.0,5.0,3712.0,2899000.0
New York,3.0,1.5,1488.0,1099000.0
New York,4.0,2.5,1624.0,699999.0
New York,8.0,6.5,10700.0,6000000.0
New York,,3.0,,775000.0
New York,4.0,4.0,4875.0,4995000.0
New York,3.0,2.5,1234.0,1150000.0
New York,3.0,2.0,1812.0,649999.0
New York,3.0,2.5,1438.0,799000.0
New York,4.0,2.0,1200.0,738000.0
New York,2.0,1.0,937.0,499000.0
New York,3.0,1.5,1200.0,725000.0
New York,2.0,5.0,2337.0,729000.0
New York,3.0,1.5,1800.0,1618000.0
New York,3.0,1.0,1064.0,760000.0
New York,3.0,2.0,1224.0,888000.0
New York,3.0,2.5,500.0,995000.0
New York,3.0,4.0,2146.0,1699000.0
New York,3.0,2.5,1410.0,849998.0
New York,7.0,6.5,5963.0,3688000.0
New York,5.0,3.0,1624.0,999999.0
New York,3.0,2.5,1800.0,1299000.0
New York,4.0,3.0,1400.0,1150000.0
New York,6.0,5.0,3534.0,1333333.0
New York,7.0,6.5,8200.0,13900000.0
New York,2.0,2.0,1120.0,679900.0
New York,3.0,2.0,1100.0,749999.0
New York,4.0,2.5,2093.0,1395000.0
New York,4.0,4.0,2268.0,1688888.0
New York,2.0,1.5,1200.0,629000.0
New York,3.0,2.5,1440.0,749980.0
New York,3.0,2.0,1248.0,840000.0
New York,4.0,2.5,1200.0,808000.0
New York,3.0,2.0,1400.0,665000.0
New York,4.0,2.5,1610.0,1100000.0
New York,2.0,1.0,828.0,500000.0
New York,5.0,3.0,2592.0,1160000.0
New York,3.0,2.5,994.0,869000.0
New York,3.0,2.0,1814.0,929000.0
New York,4.0,2.5,1553.0,568000.0
New York,2.0,1.5,952.0,699000.0
New York,5.0,2.0,4000.0,1395000.0
New York,5.0,2.5,1750.0,988000.0
New York,3.0,2.0,1476.0,1190000.0
New York,3.0,2.5,1120.0,799000.0
New York,3.0,2.0,1212.0,620000.0
New York,4.0,5.0,2037.0,2060000.0
New York,3.0,2.5,1035.0,849900.0
New York,3.0,1.0,1230.0,749000.0
New York,5.0,8.0,7058.0,22950000.0
New York,1.0,1.0,586.0,299900.0
New York,6.0,7.0,4400.0,2389000.0
New York,3.0,2.5,681.0,815000.0
New York,3.0,1.0,864.0,799000.0
New York,3.0,2.5,1430.0,1199900.0
New York,3.0,1.5,1240.0,485000.0
New York,3.0,2.5,1500.0,975000.0
New York,3.0,2.0,1530.0,749000.0
New York,5.0,2.0,1782.0,1200000.0
New York,5.0,2.5,2013.0,999000.0
New York,3.0,1.0,1072.0,530000.0
New York,4.0,2.0,1333.0,649999.0
New York,3.0,2.0,1440.0,829000.0
New York,7.0,5.0,3648.0,2600000.0
New York,3.0,2.5,1740.0,1599000.0
New York,4.0,2.0,1885.0,799000.0
New York,3.0,1.5,1125.0,800000.0
New York,4.0,3.0,3500.0,2200000.0
New York,2.0,4.0,1890.0,791000.0
New York,3.0,1.5,1378.0,649999.0
New York,3.0,1.0,1020.0,789999.0
New York,2.0,2.0,2000.0,600000.0
New York,4.0,3.5,1842.0,1289000.0
New York,3.0,1.5,1250.0,619999.0
New York,2.0,1.0,896.0,879000.0
New York,1.0,1.0,782.0,374888.0
New York,4.0,2.0,756.0,622999.0
New York,8.0,6.0,4500.0,3399000.0
New York,3.0,1.5,1708.0,850000.0
New York,8.0,3.5,2119.0,1150000.0
New York,3.0,3.0,1482.0,1398000.0
New York,5.0,8.0,3444.0,5250000.0
New York,4.0,3.5,2240.0,1800000.0
New York,3.0,1.0,1088.0,900000.0
New York,5.0,3.5,2655.0,825000.0
New York,3.0,1.0,960.0,850000.0
New York,4.0,2.0,2420.0,825000.0
New York,5.0,3.0,1700.0,1288000.0
New York,3.0,3.5,1760.0,849999.0
New York,4.0,2.0,2133.0,749900.0
New York,3.0,1.5,1144.0,585000.0
New York,3.0,1.0,1220.0,499999.0
New York,3.0,3.5,1700.0,819999.0
New York,3.0,2.5,1036.0,769000.0
New York,2.0,2.0,1248.0,899000.0
New York,2.0,2.0,992.0,1150000.0
New York,4.0,2.0,1456.0,1285000.0
New York,6.0,5.0,3000.0,1375000.0
New York,2.0,1.5,1495.0,1328800.0
New York,4.0,3.5,3000.0,2550000.0
New York,6.0,6.0,4050.0,2998000.0
New York,3.0,1.0,1100.0,849999.0
New York,6.0,4.5,3378.0,3090000.0
New York,4.0,3.5,760.0,1590000.0
New York,4.0,3.0,1800.0,1650000.0
New York,2.0,2.0,1200.0,645000.0
New York,3.0,2.5,60.0,650000.0
New York,2.0,2.0,1232.0,829000.0
New York,3.0,1.5,1224.0,629000.0
New York,6.0,4.0,2193.0,1499999.0
New York,6.0,5.0,5468.0,3800000.0
New York,3.0,1.5,2700.0,1250000.0
New York,2.0,2.0,957.0,879000.0
New York,3.0,2.5,1400.0,999999.0
New York,5.0,4.0,4711.0,9500000.0
New York,5.0,3.0,,820000.0
New York,4.0,3.0,1785.0,1350000.0
New York,3.0,1.5,1836.0,675000.0
New York,4.0,3.0,1200.0,1350000.0
New York,3.0,2.0,2455.0,1488800.0
New York,2.0,3.0,1521.0,670000.0
New York,3.0,1.0,1448.0,949000.0
New York,3.0,2.0,1188.0,990000.0
New York,3.0,1.5,1619.0,905000.0
New York,2.0,1.0,1537.0,694000.0
New York,3.0,2.0,1936.0,825000.0
New York,2.0,2.5,1000.0,1198000.0
New York,3.0,1.0,1100.0,599990.0
New York,3.0,2.5,1650.0,660000.0
New York,3.0,2.0,2145.0,877800.0
New York,3.0,2.5,2000.0,999000.0
New York,4.0,2.5,1305.0,799000.0
New York,2.0,1.5,1816.0,628888.0
New York,4.0,3.0,2480.0,1599000.0
New York,4.0,2.5,1992.0,1188800.0
New York,4.0,3.0,1500.0,1350000.0
New York,3.0,2.0,1440.0,849999.0
New York,3.0,2.0,1405.0,675000.0
New York,3.0,1.0,1063.0,1049000.0
New York,5.0,3.5,2119.0,1150000.0
New York,4.0,2.5,1328.0,1098000.0
New York,3.0,2.5,1665.0,1200000.0
New York,4.0,2.5,1936.0,995000.0
New York,3.0,1.5,1848.0,669800.0
New York,4.0,2.0,1416.0,749000.0
New York,3.0,3.0,1444.0,1148000.0
New York,3.0,3.5,1700.0,950000.0
New York,4.0,2.5,1595.0,899000.0
New York,3.0,2.5,1995.0,1468000.0
New York,4.0,3.5,3400.0,2950000.0
New York,5.0,3.0,2064.0,1095000.0
New York,6.0,4.0,1800.0,995000.0
New York,6.0,6.0,3600.0,3395000.0
New York,4.0,2.0,2000.0,1769000.0
New York,4.0,2.5,1550.0,749000.0
New York,3.0,2.0,1200.0,449999.0
New York,4.0,2.0,1472.0,698000.0
New York,9.0,7.0,4523.0,2399000.0
New York,3.0,2.5,1800.0,699999.0
New York,3.0,1.0,1400.0,640000.0
New York,2.0,1.5,1440.0,788500.0
New York,3.0,1.0,1050.0,699000.0
New York,5.0,5.0,2793.0,1999999.0
New York,3.0,2.5,1700.0,1088000.0
New York,4.0,4.0,,879000.0
New York,8.0,6.0,9500.0,5650000.0
New York,3.0,2.0,1800.0,747000.0
New York,3.0,1.5,1095.0,938000.0
New York,3.0,2.0,1328.0,729888.0
New York,3.0,1.5,1800.0,549000.0
New York,3.0,2.5,1432.0,799000.0
New York,3.0,2.5,1280.0,759000.0
New York,3.0,2.0,1650.0,2650000.0
New York,3.0,2.5,1504.0,950000.0
New York,4.0,3.0,2100.0,889000.0
New York,4.0,3.0,1200.0,699000.0
New York,3.0,2.5,1539.0,625000.0
New York,2.0,1.5,1364.0,619000.0
New York,3.0,1.0,1368.0,998000.0
New York,6.0,8.0,6000.0,30000000.0
New York,3.0,2.5,1590.0,629000.0
New York,3.0,2.0,921.0,648000.0
New York,4.0,3.5,5400.0,2198000.0
New York,4.0,3.5,3774.0,4095000.0
New York,4.0,2.0,646.0,1515000.0
New York,3.0,2.5,1332.0,988888.0
New York,3.0,2.5,1328.0,1350000.0
New York,3.0,2.5,1981.0,1070000.0
New York,3.0,1.5,1400.0,729000.0
New York,3.0,2.0,1620.0,799000.0
New York,3.0,3.0,1344.0,819000.0
New York,4.0,3.0,,955000.0
New York,3.0,1.5,1200.0,1100000.0
New York,4.0,2.5,1945.0,795000.0
New York,2.0,2.5,1500.0,799000.0
New York,8.0,5.5,6600.0,4650000.0
New York,4.0,2.0,1536.0,699000.0
New York,4.0,2.0,1823.0,979000.0
New York,1.0,2.0,1059.0,365000.0
New York,3.0,2.0,2750.0,2400000.0
New York,4.0,2.0,1780.0,1599000.0
New York,3.0,2.5,1944.0,749000.0
New York,2.0,1.0,1012.0,549000.0
New York,3.0,1.5,1224.0,599900.0
New York,6.0,4.0,2932.0,558888.0
New York,3.0,1.0,1788.0,938888.0
New York,4.0,3.0,2250.0,475000.0
New York,3.0,3.0,1800.0,939000.0
New York,3.0,4.0,1492.0,1225000.0
New York,2.0,2.0,2527.0,899000.0
New York,3.0,2.0,1056.0,849000.0
New York,3.0,3.0,1732.0,499000.0
New York,3.0,3.0,1320.0,649999.0
New York,3.0,1.5,1296.0,848000.0
New York,3.0,5.0,5115.0,2199999.0
New York,3.0,2.0,1540.0,728000.0
New York,3.0,2.0,1100.0,848888.0
New York,4.0,1.5,1980.0,869000.0
New York,4.0,4.0,2500.0,2260000.0
New York,3.0,2.5,1340.0,670000.0
New York,2.0,2.0,1008.0,488000.0
New York,2.0,2.0,900.0,638000.0
New York,2.0,1.5,1056.0,599000.0
New York,4.0,4.0,1674.0,799999.0
New York,3.0,3.0,1176.0,929000.0
New York,3.0,3.0,1320.0,629999.0
New York,4.0,1.5,1584.0,1350000.0
New York,3.0,3.0,1847.0,898888.0
New York,3.0,2.5,1324.0,875000.0
New York,3.0,1.5,1368.0,749999.0
New York,2.0,1.5,,1025000.0
New York,5.0,3.0,2324.0,650000.0
New York,4.0,2.0,1100.0,1050000.0
New York,3.0,2.0,1200.0,849988.0
New York,3.0,1.5,1050.0,1179000.0
New York,3.0,3.0,1200.0,865000.0
New York,3.0,2.5,1100.0,998000.0
New York,6.0,2.5,2088.0,1149000.0
New York,4.0,3.5,2346.0,2150000.0
New York,4.0,2.0,1650.0,1500000.0
New York,3.0,1.0,1500.0,895000.0
New York,4.0,2.0,1696.0,775000.0
New York,3.0,2.0,1623.0,649000.0
New York,3.0,1.5,1206.0,838000.0
New York,4.0,4.0,3225.0,3250000.0
New York,2.0,1.0,899.0,428000.0
New York,4.0,2.5,1314.0,829000.0
New York,3.0,1.0,1150.0,1039000.0
New York,7.0,5.0,,1475000.0
New York,3.0,2.5,1200.0,778000.0
New York,3.0,2.5,1300.0,760000.0
New York,8.0,8.0,5400.0,3900000.0
New York,4.0,3.0,2423.0,1198888.0
New York,4.0,4.0,3223.0,2288000.0
New York,1.0,1.0,837.0,325000.0
New York,3.0,2.5,1998.0,938888.0
New York,3.0,1.5,1800.0,725000.0
New York,4.0,4.0,3600.0,1650000.0
New York,8.0,2.0,1584.0,999000.0
New York,3.0,2.5,1472.0,699000.0
New York,3.0,4.0,2049.0,779888.0
New York,3.0,1.0,1552.0,685000.0
New York,4.0,4.0,2575.0,1399000.0
New York,5.0,3.5,3600.0,4500000.0
New York,3.0,2.5,1740.0,599999.0
Chicago,3.0,2.0,1020.0,265000.0
Chicago,2.0,1.0,880.0,68500.0
Chicago,5.0,3.0,2100.0,575000.0
Chicago,3.0,2.0,2400.0,340000.0
Chicago,4.0,2.5,1589.0,399900.0
Chicago,3.0,2.0,1600.0,199900.0
Chicago,3.0,2.5,1300.0,300000.0
Chicago,3.0,2.0,1340.0,399900.0
Chicago,5.0,3.0,2756.0,519900.0
Chicago,4.0,1.0,1856.0,160000.0
Chicago,4.0,2.0,1730.0,660000.0
Chicago,4.0,2.5,2402.0,365000.0
Chicago,6.0,6.0,5127.0,1895000.0
Chicago,3.0,1.5,1231.0,675000.0
Chicago,3.0,2.5,1100.0,275000.0
Chicago,4.0,1.5,2000.0,239900.0
Chicago,5.0,1.5,1107.0,127900.0
Chicago,4.0,2.0,1598.0,120000.0
Chicago,3.0,2.5,1300.0,429900.0
Chicago,4.0,2.0,1377.0,259900.0
Chicago,5.0,3.5,3300.0,999999.0
Chicago,4.0,3.5,2100.0,725000.0
Chicago,3.0,2.0,1060.0,140000.0
Chicago,4.0,3.5,2108.0,559000.0
Chicago,6.0,3.0,1800.0,264999.0
Chicago,2.0,2.0,1200.0,360000.0
Chicago,3.0,2.5,2700.0,479000.0
Chicago,4.0,1.5,980.0,150000.0
Chicago,4.0,2.5,1632.0,268999.0
Chicago,1.0,1.0,713.0,95999.0
Chicago,3.0,3.0,2000.0,213000.0
Chicago,5.0,2.0,1800.0,310000.0
Chicago,7.0,2.0,2800.0,150000.0
Chicago,3.0,1.0,1432.0,145000.0
Chicago,3.0,1.0,816.0,249000.0
Chicago,7.0,6.5,7000.0,3100000.0
Chicago,4.0,1.0,864.0,60000.0
Chicago,5.0,2.0,,85000.0
Chicago,3.0,2.0,1074.0,215000.0
Chicago,1.0,1.5,970.0,220000.0
Chicago,4.0,2.5,2108.0,180000.0
Chicago,3.0,1.5,1777.0,499000.0
Chicago,4.0,2.0,1702.0,254999.0
Chicago,3.0,2.0,1040.0,362000.0
Chicago,6.0,3.0,1968.0,99000.0
Chicago,6.0,3.0,2969.0,379000.0
Chicago,3.0,4.0,3619.0,849900.0
Chicago,4.0,1.0,1408.0,360000.0
Chicago,4.0,3.0,752.0,249900.0
Chicago,4.0,3.0,2024.0,498000.0
Chicago,3.0,2.0,1200.0,399000.0
Chicago,3.0,1.0,1198.0,235000.0
Chicago,4.0,3.5,2550.0,689900.0
Chicago,3.0,2.0,,269000.0
Chicago,3.0,1.5,1040.0,165000.0
Chicago,3.0,2.0,1184.0,399000.0
Chicago,3.0,1.5,1356.0,155000.0
Chicago,5.0,3.0,2571.0,475000.0
Chicago,4.0,1.5,,499000.0
Chicago,3.0,1.5,,534900.0
Chicago,4.0,3.0,1902.0,374000.0
Chicago,3.0,1.5,,1100000.0
Chicago,3.0,1.0,,215000.0
Chicago,3.0,2.0,1275.0,460000.0
Chicago,5.0,4.0,4182.0,425000.0
Chicago,3.0,3.5,2400.0,599000.0
Chicago,3.0,3.0,1700.0,399999.0
Chicago,4.0,2.0,1520.0,255000.0
Chicago,4.0,2.5,2500.0,499900.0
Chicago,3.0,3.0,2500.0,649000.0
Chicago,4.0,3.5,4300.0,1390000.0
Chicago,4.0,2.5,1980.0,299900.0
Chicago,5.0,4.0,3408.0,1000000.0
Chicago,3.0,2.0,,324900.0
Chicago,4.0,4.5,3840.0,1250000.0
Chicago,3.0,1.0,880.0,99999.0
Chicago,4.0,3.5,2559.0,699900.0
Chicago,3.0,2.0,,515000.0
Chicago,2.0,3.0,2900.0,550000.0
Chicago,4.0,2.0,2142.0,224900.0
Chicago,4.0,3.5,,1499999.0
Chicago,4.0,4.5,,1250000.0
Chicago,4.0,1.5,1807.0,295000.0
Chicago,4.0,5.5,,2025000.0
Chicago,6.0,5.0,3500.0,1399999.0
Chicago,3.0,2.0,1421.0,485000.0
Chicago,3.0,3.5,2800.0,595000.0
Chicago,2.0,3.0,1896.0,499900.0
Chicago,4.0,3.5,4100.0,1750000.0
Chicago,3.0,2.0,1565.0,235000.0
Chicago,4.0,3.0,2400.0,445000.0
Chicago,3.0,2.0,1039.0,379000.0
Chicago,3.0,2.0,,315300.0
Chicago,3.0,1.5,1023.0,486000.0
Chicago,3.0,2.5,2672.0,715000.0
Chicago,4.0,3.0,1700.0,475000.0
Chicago,4.0,2.0,1753.0,599770.0
Chicago,3.0,3.0,2100.0,390000.0
Chicago,4.0,1.5,1938.0,339000.0
Chicago,3.0,1.5,1188.0,389900.0
Chicago,3.0,2.0,1500.0,399999.0
Chicago,4.0,3.0,2346.0,339990.0
Chicago,3.0,2.0,966.0,349900.0
Chicago,4.0,2.0,1500.0,323000.0
Chicago,3.0,2.0,1364.0,375000.0
Chicago,4.0,2.0,1775.0,370000.0
Chicago,4.0,1.0,923.0,369000.0
Chicago,3.0,2.5,2370.0,335000.0
Chicago,4.0,4.0,1950.0,327999.0
Chicago,3.0,2.0,1245.0,385900.0
Chicago,3.0,2.0,1496.0,349900.0
Chicago,3.0,1.5,1305.0,375000.0
Chicago,3.0,2.0,1306.0,395000.0
Chicago,4.0,2.0,864.0,339900.0
Chicago,3.0,1.0,1200.0,271000.0
Chicago,4.0,2.0,946.0,189900.0
Chicago,3.0,1.0,,290000.0
Chicago,3.0,1.0,1229.0,200000.0
Chicago,3.0,2.0,1000.0,220000.0
Chicago,2.0,1.0,1320.0,134900.0
Chicago,4.0,3.0,,475000.0
Chicago,4.0,3.5,3600.0,1600000.0
Chicago,3.0,1.0,1446.0,299000.0
Chicago,3.0,1.5,1200.0,305000.0
Chicago,4.0,2.5,2767.0,688000.0
Chicago,4.0,4.5,5113.0,2270000.0
Chicago,3.0,2.0,1035.0,269900.0
Chicago,3.0,1.5,1152.0,310000.0
Chicago,4.0,2.5,1825.0,299800.0
Chicago,3.0,2.0,1040.0,220000.0
Chicago,2.0,1.0,1071.0,125000.0
Chicago,4.0,2.0,1197.0,299900.0
Chicago,3.0,3.5,2600.0,579000.0
Chicago,3.0,2.5,3900.0,575000.0
Chicago,4.0,2.0,1400.0,169900.0
Chicago,2.0,2.0,2804.0,499900.0
Chicago,4.0,2.5,2500.0,300000.0
Chicago,4.0,2.0,2094.0,299900.0
Chicago,4.0,4.5,,1749900.0
Chicago,6.0,3.0,1997.0,449900.0
Chicago,3.0,2.0,2204.0,522000.0
Chicago,4.0,3.0,2172.0,559500.0
Chicago,5.0,3.0,3000.0,515000.0
Chicago,3.0,2.0,1280.0,249000.0
Chicago,2.0,1.5,1697.0,300000.0
Chicago,2.0,1.0,987.0,75000.0
Chicago,4.0,2.0,2102.0,150000.0
Chicago,3.0,2.0,1046.0,224900.0
Chicago,3.0,2.0,,529000.0
Chicago,4.0,3.5,2700.0,699000.0
Chicago,3.0,3.5,2805.0,1799000.0
Chicago,3.0,2.0,2000.0,525000.0
Chicago,3.0,2.5,1749.0,244900.0
Chicago,3.0,3.5,2725.0,420000.0
Chicago,3.0,2.5,1132.0,310000.0
Chicago,4.0,2.5,1768.0,205000.0
Chicago,3.0,3.5,2455.0,899900.0
Chicago,4.0,2.5,2700.0,590000.0
Chicago,3.0,2.0,1176.0,219900.0
Chicago,3.0,1.5,,174900.0
Chicago,3.0,2.5,,699000.0
Chicago,3.0,1.5,1080.0,24990.0
Chicago,4.0,3.5,,875000.0
Chicago,4.0,3.0,,199900.0
Chicago,2.0,1.0,900.0,95000.0
Chicago,2.0,1.0,800.0,159000.0
Chicago,4.0,3.0,3534.0,599000.0
Chicago,3.0,3.0,1918.0,668500.0
Chicago,3.0,1.5,2100.0,175000.0
Chicago,3.0,3.5,2400.0,650000.0
Chicago,3.0,3.0,1683.0,699000.0
Chicago,3.0,1.0,920.0,307500.0
Chicago,4.0,3.0,2656.0,693000.0
Chicago,4.0,2.0,1400.0,239900.0
Chicago,3.0,2.5,3400.0,715000.0
Chicago,3.0,3.5,,1200000.0
Chicago,3.0,3.5,,850000.0
Chicago,4.0,2.0,2502.0,280000.0
Chicago,2.0,2.0,1264.0,360000.0
Chicago,4.0,2.0,1176.0,180000.0
Chicago,3.0,3.0,1800.0,359999.0
Chicago,2.0,1.0,1036.0,399000.0
Chicago,3.0,2.0,,339900.0
