location,Bed,Bath,Ft,price
Chicago,4.0,3.0,2226.0,724900.0
Chicago,2.0,2.0,672.0,224999.0
Chicago,4.0,3.0,,635000.0
Chicago,3.0,2.0,2400.0,149999.0
Chicago,3.0,1.0,1092.0,299999.0
Chicago,3.0,3.5,2146.0,599995.0
Chicago,4.0,1.5,2400.0,249900.0
Chicago,3.0,2.0,2446.0,299000.0
Chicago,2.0,1.0,800.0,135000.0
Chicago,2.0,1.0,731.0,235000.0
Chicago,4.0,1.5,,549000.0
Chicago,4.0,2.0,1500.0,225000.0
Chicago,3.0,3.0,2162.0,325000.0
Chicago,3.0,3.0,1800.0,369900.0
Chicago,3.0,2.0,2200.0,299900.0
Chicago,6.0,2.5,3850.0,499000.0
Chicago,1.0,1.0,400.0,240000.0
Chicago,3.0,1.0,801.0,101900.0
Chicago,6.0,8.0,5486.0,2000000.0
Chicago,3.0,2.0,2200.0,289900.0
Chicago,3.0,1.5,988.0,329900.0
Chicago,3.0,2.0,1980.0,179900.0
Chicago,4.0,1.5,1121.0,160000.0
Chicago,3.0,2.0,1582.0,469000.0
Chicago,4.0,2.5,1789.0,124900.0
Chicago,3.0,2.0,1400.0,259900.0
Chicago,4.0,3.5,4000.0,1650000.0
Chicago,3.0,3.0,2400.0,329900.0
Chicago,3.0,2.5,2200.0,359900.0
Chicago,3.0,1.5,,719000.0
Chicago,4.0,3.5,,1099000.0
Chicago,3.0,2.0,1200.0,499900.0
Chicago,3.0,3.0,1800.0,309900.0
Chicago,3.0,2.5,1444.0,249900.0
Chicago,2.0,1.0,960.0,299500.0
Chicago,3.0,2.5,1658.0,459900.0
Chicago,3.0,1.0,1000.0,220000.0
Chicago,4.0,3.0,2200.0,575000.0
Chicago,3.0,2.5,3028.0,649900.0
Chicago,3.0,1.0,1351.0,155000.0
Chicago,4.0,3.0,,550000.0
Chicago,3.0,1.5,1272.0,399900.0
Chicago,3.0,2.5,1299.0,280000.0
Chicago,4.0,3.0,2303.0,208900.0
Chicago,3.0,1.5,1880.0,474900.0
Chicago,2.0,3.0,1847.0,460000.0
Chicago,4.0,3.0,,325000.0
Chicago,3.0,3.0,2256.0,249900.0
Chicago,4.0,3.0,3137.0,649000.0
Chicago,3.0,2.0,1242.0,315000.0
Chicago,4.0,2.0,1650.0,229900.0
Chicago,6.0,3.0,2500.0,339900.0
Chicago,4.0,3.5,3000.0,839000.0
Chicago,3.0,2.0,1020.0,259900.0
Chicago,4.0,3.0,1490.0,439900.0
Chicago,4.0,3.0,2800.0,119900.0
Chicago,4.0,2.0,2000.0,249873.0
Chicago,4.0,2.0,2070.0,499900.0
Chicago,4.0,4.5,5000.0,1875000.0
Chicago,6.0,4.5,4000.0,1725000.0
Chicago,3.0,2.0,1980.0,315000.0
Chicago,2.0,2.0,1600.0,248999.0
Chicago,3.0,2.0,2032.0,369900.0
Chicago,4.0,3.5,2900.0,599900.0
Chicago,3.0,1.0,1773.0,349900.0
Chicago,3.0,2.5,1388.0,459900.0
Chicago,5.0,6.0,4200.0,3395000.0
Chicago,3.0,1.5,1344.0,469900.0
Chicago,3.0,2.0,1119.0,299900.0
Chicago,4.0,1.0,1280.0,150000.0
Chicago,3.0,2.0,2206.0,349000.0
Chicago,3.0,1.5,1344.0,259000.0
Chicago,3.0,1.0,1305.0,85000.0
Chicago,3.0,3.5,2567.0,425000.0
Chicago,3.0,1.5,1250.0,229900.0
Chicago,5.0,3.0,6200.0,199900.0
Chicago,4.0,3.0,1400.0,274900.0
Chicago,3.0,1.0,1243.0,170000.0
Chicago,3.0,1.0,1038.0,150000.0
Chicago,4.0,3.5,3210.0,850000.0
Chicago,3.0,2.0,2365.0,410000.0
Chicago,3.0,2.5,2300.0,579000.0
Chicago,4.0,2.0,1941.0,510000.0
Chicago,4.0,2.0,1900.0,279999.0
Chicago,2.0,1.5,1364.0,159000.0
Chicago,4.0,2.0,1726.0,244900.0
Chicago,3.0,1.0,960.0,124900.0
Chicago,2.0,2.0,1200.0,299999.0
Chicago,4.0,4.5,4700.0,2495000.0
Chicago,4.0,2.0,1700.0,279500.0
Chicago,2.0,1.5,1837.0,350000.0
Chicago,2.0,1.5,1100.0,99900.0
Chicago,3.0,2.5,1559.0,290500.0
Chicago,5.0,1.0,1704.0,380000.0
Chicago,3.0,2.0,1040.0,264000.0
Chicago,4.0,1.0,1365.0,235000.0
Chicago,3.0,2.0,960.0,169000.0
Chicago,3.0,1.0,1103.0,176500.0
Chicago,2.0,1.0,1000.0,319000.0
Chicago,4.0,2.0,962.0,169900.0
Chicago,3.0,3.0,2899.0,489000.0
Chicago,3.0,2.0,1800.0,279000.0
Chicago,3.0,1.0,1188.0,69000.0
Chicago,3.0,1.5,2400.0,549888.0
Chicago,3.0,2.0,2000.0,299000.0
Chicago,3.0,1.0,1200.0,199900.0
Chicago,5.0,2.0,1000.0,299900.0
Chicago,6.0,3.5,,975000.0
Chicago,3.0,2.5,2127.0,629900.0
Chicago,5.0,4.5,1100.0,675000.0
Chicago,3.0,2.0,3125.0,346000.0
Chicago,6.0,7.0,7790.0,6900000.0
Chicago,5.0,3.5,4000.0,1399000.0
Chicago,4.0,3.0,2031.0,199900.0
Chicago,4.0,3.0,2172.0,445000.0
Chicago,4.0,2.5,2532.0,798000.0
Chicago,4.0,2.0,1209.0,269000.0
Chicago,3.0,2.0,1350.0,625000.0
Chicago,3.0,3.0,900.0,339000.0
Chicago,3.0,1.5,1181.0,189000.0
Chicago,4.0,3.5,,675000.0
Chicago,4.0,3.0,3200.0,1299999.0
Chicago,3.0,1.0,1020.0,225000.0
Chicago,4.0,4.0,3800.0,600000.0
Chicago,3.0,4.0,2580.0,595000.0
Chicago,3.0,2.0,,315000.0
Chicago,3.0,2.0,2144.0,549900.0
Chicago,3.0,1.5,3750.0,154999.0
Chicago,3.0,2.0,1400.0,489000.0
Chicago,3.0,2.0,2000.0,324900.0
Chicago,3.0,2.5,1650.0,319900.0
Chicago,3.0,1.0,3125.0,99900.0
Chicago,3.0,1.5,1150.0,134900.0
Chicago,5.0,3.0,2700.0,735000.0
Chicago,3.0,4.0,2100.0,524500.0
Chicago,4.0,2.0,1323.0,280000.0
Chicago,4.0,4.0,3458.0,700000.0
Chicago,4.0,3.0,2945.0,650000.0
Chicago,4.0,1.5,2127.0,725000.0
Chicago,3.0,1.5,1200.0,199900.0
Chicago,2.0,3.0,3600.0,315000.0
Chicago,3.0,3.0,2400.0,375000.0
Chicago,3.0,3.5,4050.0,950000.0
Chicago,2.0,1.0,864.0,79900.0
Chicago,3.0,2.0,1495.0,195000.0
Chicago,6.0,3.0,,550000.0
Chicago,4.0,3.5,2914.0,927000.0
Chicago,4.0,3.0,1200.0,314900.0
Chicago,6.0,5.0,7000.0,1799000.0
Chicago,4.0,2.0,2996.0,299900.0
Chicago,3.0,2.0,1404.0,269900.0
Chicago,3.0,1.5,1260.0,199900.0
Chicago,3.0,1.0,1452.0,215000.0
Chicago,4.0,3.0,3250.0,584900.0
Chicago,4.0,3.0,3450.0,620000.0
Chicago,3.0,1.5,1520.0,174900.0
Chicago,6.0,3.0,2500.0,270000.0
Chicago,4.0,3.0,1800.0,449000.0
Chicago,2.0,2.5,1306.0,925000.0
Chicago,4.0,2.0,5230.0,339900.0
Chicago,4.0,2.0,2200.0,224900.0
Chicago,4.0,2.5,3000.0,695000.0
Chicago,3.0,2.0,1040.0,369900.0
Chicago,3.0,2.0,1020.0,389900.0
Chicago,3.0,2.0,1124.0,295000.0
Chicago,4.0,2.0,1800.0,319999.0
Chicago,4.0,2.5,1511.0,549900.0
Chicago,4.0,2.5,3420.0,699900.0
Chicago,2.0,2.0,1000.0,234900.0
Chicago,3.0,3.0,,595000.0
Chicago,3.0,2.0,1870.0,499900.0
Chicago,2.0,2.5,1727.0,450000.0
Chicago,5.0,4.5,2859.0,1000000.0
Chicago,3.0,1.0,1212.0,169900.0
Chicago,3.0,1.5,1040.0,269000.0
Chicago,3.0,2.0,1250.0,79900.0
Chicago,3.0,1.0,1095.0,150000.0
Chicago,3.0,2.0,1330.0,259900.0
Chicago,3.0,2.0,,350000.0
Chicago,3.0,2.0,1600.0,159000.0
Chicago,3.0,2.0,1200.0,379000.0
Chicago,3.0,2.0,1456.0,255000.0
Chicago,3.0,2.0,1900.0,419900.0
Chicago,4.0,3.5,3200.0,799900.0
Chicago,3.0,2.0,1400.0,315000.0
Chicago,5.0,4.0,4752.0,795000.0
Chicago,7.0,2.0,2200.0,299900.0
Chicago,3.0,2.0,1008.0,214000.0
Chicago,3.0,1.0,1125.0,264900.0
Chicago,2.0,1.0,1000.0,255000.0
Chicago,4.0,2.0,1986.0,299900.0
Chicago,4.0,3.0,2654.0,324900.0
Chicago,3.0,2.0,1589.0,299900.0
Chicago,3.0,2.0,2029.0,224000.0
Chicago,3.0,3.5,2700.0,549000.0
Chicago,4.0,1.0,1152.0,278000.0
Chicago,3.0,1.5,1272.0,219000.0
Chicago,4.0,2.0,1720.0,785000.0
Chicago,3.0,2.5,1200.0,359900.0
Chicago,3.0,3.5,2700.0,729000.0
Chicago,3.0,1.0,1550.0,209900.0
Chicago,3.0,2.0,1766.0,365000.0
Chicago,3.0,3.0,1834.0,549000.0
Chicago,3.0,2.0,2000.0,450000.0
Chicago,4.0,2.5,2510.0,524900.0
Chicago,3.0,2.0,,649900.0
Chicago,2.0,2.5,1200.0,269000.0
Chicago,5.0,3.5,4680.0,1939000.0
Chicago,3.0,2.0,1276.0,385000.0
Chicago,3.0,1.0,1161.0,179900.0
Chicago,3.0,3.5,2500.0,410000.0
Chicago,6.0,2.5,3250.0,899000.0
Chicago,4.0,3.0,2508.0,299900.0
Chicago,5.0,8.0,9200.0,8790000.0
Chicago,2.0,1.0,1206.0,239900.0
Chicago,5.0,3.0,1759.0,349999.0
Chicago,3.0,1.0,769.0,200000.0
Chicago,3.0,2.0,,725000.0
Chicago,4.0,2.0,870.0,79900.0
Chicago,3.0,2.5,2400.0,499000.0
Chicago,5.0,2.0,3523.0,399999.0
Chicago,4.0,3.5,3000.0,999500.0
Chicago,5.0,3.5,4036.0,2595000.0
Chicago,4.0,2.0,1500.0,279900.0
Chicago,5.0,2.5,2000.0,320000.0
Chicago,5.0,3.0,3659.0,799900.0
Chicago,3.0,1.5,1020.0,225000.0
Chicago,3.0,2.0,1732.0,440000.0
Chicago,3.0,3.0,2200.0,419999.0
Chicago,3.0,3.5,3600.0,799000.0
Chicago,3.0,2.0,1040.0,284500.0
Chicago,3.0,1.0,960.0,99000.0
Chicago,3.0,1.5,1835.0,259000.0
Chicago,2.0,2.0,,435000.0
Chicago,4.0,2.5,,439000.0
Chicago,3.0,2.0,1200.0,225000.0
Chicago,4.0,2.0,1800.0,468880.0
Chicago,3.0,2.0,1200.0,229000.0
Chicago,4.0,2.5,2718.0,330000.0
Chicago,3.0,2.5,1921.0,760000.0
Chicago,4.0,3.0,2400.0,496000.0
Chicago,3.0,1.0,1430.0,300000.0
Chicago,4.0,2.5,1806.0,695000.0
Chicago,4.0,2.0,1016.0,318990.0
Chicago,5.0,3.0,2005.0,349900.0
Chicago,2.0,1.0,1422.0,124900.0
Chicago,5.0,2.0,1400.0,295000.0
Chicago,5.0,2.0,2352.0,499000.0
Chicago,4.0,4.0,2800.0,379000.0
Chicago,3.0,1.5,1300.0,201999.0
Chicago,1.0,1.0,716.0,126999.0
Chicago,5.0,4.0,5112.0,2199000.0
Chicago,3.0,2.0,1836.0,310000.0
Chicago,4.0,1.5,1872.0,549000.0
Chicago,5.0,2.5,3300.0,1130000.0
Chicago,6.0,2.5,2836.0,639900.0
Chicago,5.0,2.5,,360500.0
Chicago,2.0,2.0,1700.0,270000.0
Chicago,4.0,3.0,2700.0,379000.0
Chicago,4.0,2.0,1300.0,189000.0
Chicago,3.0,2.0,1032.0,260000.0
Chicago,2.0,1.5,1628.0,474900.0
Chicago,3.0,2.0,1700.0,524900.0
Chicago,3.0,3.0,1380.0,435000.0
Chicago,3.0,2.0,2100.0,350000.0
Chicago,3.0,2.0,1040.0,425000.0
Chicago,3.0,2.0,672.0,125000.0
Chicago,4.0,2.0,600.0,159921.0
Chicago,5.0,3.5,2950.0,1675000.0
Chicago,3.0,2.0,1150.0,349900.0
Chicago,3.0,2.0,2100.0,469900.0
Chicago,3.0,1.0,1080.0,154900.0
Chicago,3.0,1.5,1296.0,479000.0
Chicago,4.0,3.5,2940.0,739900.0
Chicago,2.0,2.0,1000.0,325000.0
Chicago,3.0,2.5,1800.0,279000.0
Chicago,4.0,3.0,3100.0,989000.0
Chicago,5.0,2.0,760.0,149900.0
Chicago,2.0,2.0,640.0,264900.0
Chicago,4.0,3.0,2508.0,675000.0
Chicago,4.0,1.5,2490.0,599999.0
Chicago,4.0,2.0,1439.0,245000.0
Chicago,3.0,1.5,969.0,240000.0
Chicago,3.0,2.0,840.0,370000.0
Chicago,3.0,2.5,2800.0,319900.0
Chicago,3.0,1.5,1064.0,169900.0
Chicago,3.0,1.0,1408.0,129999.0
Chicago,2.0,2.0,1800.0,379200.0
Chicago,3.0,1.0,1192.0,345000.0
Chicago,3.0,2.5,3000.0,420000.0
Chicago,4.0,3.5,,1050000.0
Chicago,3.0,2.0,1656.0,195000.0
Chicago,3.0,2.0,2807.0,259900.0
Chicago,4.0,1.5,1600.0,199777.0
Chicago,3.0,2.0,939.0,224900.0
Chicago,2.0,2.0,1000.0,69900.0
Chicago,4.0,3.0,1124.0,239900.0
Chicago,3.0,2.0,2500.0,235000.0
Chicago,3.0,2.0,1380.0,169500.0
Chicago,3.0,2.0,1692.0,378000.0
Chicago,3.0,2.5,2000.0,285000.0
Chicago,5.0,4.5,4400.0,850000.0
Chicago,2.0,1.0,1350.0,469000.0
Chicago,3.0,1.0,1050.0,154900.0
Chicago,3.0,2.0,1268.0,424900.0
Chicago,2.0,1.0,1060.0,59000.0
Chicago,3.0,2.5,2000.0,597000.0
Chicago,3.0,3.0,1350.0,324900.0
Chicago,3.0,3.0,2573.0,299900.0
Chicago,4.0,4.0,1488.0,374900.0
Chicago,2.0,2.0,1056.0,299000.0
Chicago,5.0,3.0,,522000.0
Chicago,4.0,4.0,1600.0,315000.0
Chicago,4.0,3.0,1176.0,299000.0
Chicago,3.0,1.5,1200.0,49900.0
Chicago,4.0,3.0,2300.0,599900.0
Chicago,3.0,1.5,1142.0,215000.0
Chicago,3.0,2.0,1225.0,247000.0
Chicago,3.0,1.0,,199000.0
Chicago,4.0,1.0,1221.0,130000.0
Chicago,5.0,4.5,3900.0,1199900.0
Chicago,4.0,3.5,,399900.0
Chicago,4.0,3.0,2780.0,620000.0
Chicago,2.0,2.5,1504.0,299900.0
Chicago,2.0,3.0,2944.0,724999.0
Chicago,3.0,3.0,1425.0,299000.0
Chicago,3.0,2.0,1993.0,389777.0
Chicago,5.0,3.5,2371.0,489900.0
Chicago,4.0,4.0,2769.0,699000.0
Chicago,4.0,2.5,3391.0,339900.0
Chicago,4.0,5.0,4100.0,1449000.0
Chicago,2.0,3.5,,1499000.0
Chicago,3.0,3.5,,775000.0
Chicago,2.0,1.0,965.0,144900.0
Chicago,5.0,9.0,10179.0,6250000.0
Chicago,3.0,1.5,1366.0,169900.0
Chicago,4.0,2.0,1800.0,289000.0
Chicago,5.0,3.5,4640.0,1549000.0
Chicago,3.0,3.0,1450.0,259900.0
Chicago,5.0,2.0,,169900.0
Chicago,4.0,2.0,1640.0,220000.0
Chicago,3.0,2.0,1117.0,439999.0
Chicago,4.0,3.0,1653.0,450000.0
Chicago,3.0,1.5,1244.0,314999.0
Chicago,3.0,2.5,,799000.0
Chicago,3.0,2.0,1600.0,305000.0
Chicago,5.0,1.0,1150.0,195000.0
Chicago,4.0,3.0,1659.0,499999.0
Chicago,5.0,3.5,3000.0,865000.0
Chicago,4.0,2.5,3380.0,429000.0
Chicago,6.0,4.5,5000.0,2595000.0
Chicago,4.0,2.5,2250.0,724900.0
Chicago,4.0,1.5,2033.0,550000.0
Chicago,5.0,2.0,1900.0,240000.0
Chicago,4.0,4.0,1800.0,449900.0
Chicago,5.0,1.5,2000.0,349900.0
Chicago,3.0,1.0,1329.0,369900.0
Chicago,4.0,3.5,3200.0,907500.0
Chicago,3.0,2.0,1204.0,399000.0
Chicago,4.0,2.0,2000.0,449000.0
Chicago,3.0,2.0,1060.0,449900.0
Chicago,5.0,4.0,1444.0,469000.0
Chicago,3.0,1.0,1078.0,179900.0
Chicago,3.0,1.0,1080.0,275000.0
Chicago,4.0,3.0,1650.0,200000.0
Chicago,4.0,3.0,2200.0,599000.0
Chicago,3.0,1.0,2638.0,199000.0
Chicago,3.0,3.5,2900.0,559900.0
Chicago,4.0,3.0,3500.0,689900.0
Chicago,4.0,1.5,,155000.0
Chicago,4.0,2.0,1217.0,285000.0
Chicago,4.0,2.0,1300.0,225000.0
Chicago,3.0,2.0,1875.0,289000.0
Chicago,3.0,3.5,3000.0,689900.0
Chicago,3.0,2.0,1485.0,249900.0
Chicago,5.0,5.0,4638.0,799000.0
Chicago,4.0,3.0,1838.0,299990.0
Chicago,4.0,3.0,,469500.0
Chicago,3.0,2.0,1000.0,494999.0
Chicago,4.0,3.5,3200.0,1450000.0
Chicago,2.0,1.0,889.0,274900.0
Chicago,3.0,1.0,1106.0,59000.0
Chicago,4.0,2.0,1969.0,234999.0
Chicago,3.0,1.0,893.0,189900.0
Chicago,2.0,2.0,900.0,240000.0
Chicago,3.0,2.5,2961.0,379900.0
Chicago,3.0,2.0,1914.0,399900.0
Chicago,3.0,2.0,1400.0,269000.0
Chicago,5.0,3.5,3290.0,699000.0
Chicago,3.0,4.0,3000.0,1750000.0
Chicago,4.0,2.0,,379000.0
Chicago,3.0,2.0,1652.0,559000.0
Chicago,5.0,1.5,,320000.0
Chicago,3.0,2.5,2800.0,1725000.0
Chicago,4.0,5.5,8000.0,3500000.0
Chicago,3.0,1.5,2400.0,699900.0
Chicago,4.0,3.0,1963.0,579000.0
Chicago,3.0,2.5,2446.0,284900.0
Chicago,4.0,3.0,1136.0,450000.0
Chicago,3.0,1.0,1040.0,189000.0
Chicago,5.0,2.0,1225.0,279000.0
Chicago,5.0,4.5,3446.0,830000.0
Chicago,5.0,4.5,3240.0,1175000.0
Chicago,3.0,3.5,2400.0,249900.0
Chicago,4.0,2.5,2616.0,688888.0
Chicago,4.0,3.0,2252.0,339900.0
Chicago,8.0,3.0,3837.0,670000.0
Chicago,1.0,2.0,1295.0,217000.0
Chicago,4.0,2.0,1557.0,110000.0
Chicago,2.0,1.0,935.0,299990.0
Chicago,4.0,2.0,1829.0,275000.0
Chicago,3.0,3.0,2000.0,299926.0
Chicago,5.0,4.0,3930.0,747500.0
Chicago,3.0,1.5,1540.0,599000.0
Chicago,3.0,2.0,1500.0,475000.0
Chicago,4.0,2.5,2900.0,339500.0
Chicago,4.0,2.0,1300.0,139900.0
Chicago,4.0,3.0,1895.0,227000.0
Chicago,3.0,1.0,1740.0,99999.0
Chicago,4.0,2.0,1100.0,40000.0
Chicago,4.0,3.0,2750.0,332500.0
Chicago,3.0,2.5,,668000.0
Chicago,4.0,3.5,3600.0,1349000.0
Chicago,4.0,3.0,1177.0,437000.0
Chicago,5.0,2.0,2135.0,475000.0
Chicago,6.0,2.0,1504.0,230000.0
Chicago,5.0,3.0,2982.0,629900.0
Chicago,3.0,2.5,,389000.0
Chicago,3.0,1.0,1190.0,80000.0
Chicago,4.0,3.5,1700.0,474900.0
Chicago,2.0,3.0,1450.0,229900.0
Chicago,5.0,2.0,1044.0,139900.0
Chicago,4.0,9.0,7600.0,5495000.0
Chicago,4.0,2.0,1012.0,65000.0
Chicago,3.0,2.0,962.0,197000.0
Chicago,2.0,1.0,1096.0,95000.0
Chicago,2.0,2.0,1200.0,299900.0
Chicago,3.0,3.5,,1395000.0
Chicago,4.0,3.5,3000.0,785000.0
Chicago,5.0,2.0,1400.0,43000.0
Chicago,5.0,2.0,1600.0,49000.0
Chicago,4.0,2.0,1414.0,247900.0
Chicago,5.0,3.0,1510.0,359000.0
Chicago,2.0,1.5,1000.0,249000.0
Chicago,3.0,2.0,1050.0,180000.0
Chicago,4.0,3.0,2156.0,430000.0
Chicago,3.0,2.5,1400.0,304900.0
Chicago,3.0,1.0,1318.0,419000.0
Chicago,5.0,2.0,1350.0,59900.0
Chicago,4.0,1.5,711.0,299900.0
Chicago,3.0,1.5,1910.0,255000.0
Chicago,6.0,3.0,1845.0,269000.0
Chicago,3.0,3.5,1618.0,499500.0
Chicago,5.0,5.0,5200.0,1099000.0
Chicago,4.0,2.5,,549900.0
Chicago,6.0,3.0,1584.0,424900.0
Chicago,3.0,2.0,1699.0,570000.0
Chicago,2.0,2.0,1150.0,284500.0
Chicago,4.0,2.0,1650.0,219000.0
Chicago,3.0,1.5,2282.0,649000.0
Chicago,3.0,3.0,1312.0,355900.0
Chicago,3.0,3.5,3500.0,800000.0
Chicago,3.0,2.0,1163.0,229999.0
Chicago,4.0,1.5,1900.0,215000.0
Chicago,3.0,1.0,1178.0,260000.0
Chicago,4.0,2.0,2198.0,699999.0
Chicago,4.0,4.0,3168.0,799900.0
Chicago,3.0,2.5,2130.0,550000.0
Chicago,3.0,1.0,940.0,99500.0
Chicago,3.0,2.5,2000.0,900000.0
Chicago,3.0,1.0,1320.0,220000.0
Chicago,2.0,1.5,1642.0,165000.0
Chicago,5.0,2.5,1600.0,369900.0
Chicago,4.0,2.0,1200.0,315000.0
Chicago,3.0,3.0,2000.0,265000.0
Chicago,4.0,1.5,1036.0,252000.0
Chicago,3.0,1.5,1678.0,429900.0
Chicago,3.0,2.0,939.0,339900.0
Chicago,3.0,3.5,2855.0,849999.0
Chicago,4.0,2.0,1998.0,180987.0
Chicago,6.0,1.5,1713.0,179900.0
Chicago,4.0,3.5,3200.0,1100000.0
Chicago,3.0,1.5,1732.0,340000.0
Chicago,4.0,3.5,4453.0,749000.0
Chicago,4.0,2.0,1508.0,425000.0
Chicago,2.0,1.5,1141.0,199900.0
Chicago,4.0,2.5,2300.0,279000.0
Chicago,3.0,2.0,,130000.0
Chicago,4.0,1.0,1500.0,225900.0
Chicago,4.0,3.0,,497500.0
Chicago,5.0,2.5,2641.0,699900.0
Chicago,4.0,2.0,2177.0,200000.0
Chicago,2.0,2.0,1800.0,240000.0
Chicago,4.0,3.0,2800.0,479000.0
Chicago,4.0,3.0,2000.0,539900.0
Chicago,3.0,2.0,1404.0,460000.0
Chicago,5.0,2.5,2600.0,775000.0
Chicago,2.0,1.0,1071.0,569000.0
Chicago,4.0,2.0,1140.0,149000.0
Chicago,2.0,3.5,3330.0,1799000.0
Chicago,5.0,3.5,3318.0,1299770.0
Chicago,4.0,2.0,2576.0,399000.0
Chicago,3.0,2.0,1500.0,246900.0
Chicago,3.0,1.5,,799000.0
Chicago,3.0,2.5,1586.0,289999.0
Chicago,4.0,2.0,3973.0,379000.0
Chicago,2.0,1.0,1300.0,249900.0
Chicago,2.0,2.0,1165.0,335000.0
Chicago,4.0,2.0,1421.0,449000.0
Chicago,4.0,2.5,,810000.0
Chicago,3.0,2.0,1617.0,229900.0
Chicago,3.0,1.0,1433.0,319900.0
Chicago,3.0,2.0,1100.0,325000.0
Chicago,6.0,2.0,1800.0,344900.0
Chicago,5.0,3.0,2257.0,585000.0
Chicago,3.0,2.0,1448.0,445000.0
Chicago,3.0,4.5,3000.0,639999.0
